,AAPL,AMZN,BA,BAC,C,CAT,COP,CVX,DIS,GOOGL,GS,JNJ,JPM,MMM,MRK,MSFT,NKE,NVDA,PFE,SLB,UNH,XOM
2017-01-27,-0.06606179,0.038822304,0.092118785,0.07844714,0.10961024,-0.1221172,-0.24598515,0.016894888,0.100721195,-0.12743446,-0.015298886,0.08712724,0.08465637,-0.08313667,-0.04976634,0.02530942,-0.044799782,0.27750868,-0.23066935,-0.048146933,-0.05563172,0.17783207
2017-02-03,-0.082693264,0.03945089,0.07232565,0.07818219,0.124654815,-0.1194308,-0.2458409,0.021708569,0.09775161,-0.13563928,-0.011564812,0.08204184,0.07266827,-0.06843212,-0.042614914,0.048090354,-0.042859737,0.27033004,-0.2494796,-0.048974764,-0.049438883,0.18976478
2017-02-10,-0.06923774,0.012834286,0.08132424,0.08006162,0.14469746,-0.12142631,-0.26885554,0.041670617,0.109847054,-0.13156386,-0.003894365,0.08007123,0.07067384,-0.09366465,-0.06461752,0.040527955,-0.015814072,0.24817403,-0.22999537,-0.045488976,-0.047240168,0.18191631
2017-02-17,-0.07015898,0.023323074,0.10205325,0.06047688,0.07889925,-0.12764543,-0.22275817,0.03236038,0.10836885,-0.10785025,-0.029457366,0.10433793,0.07902987,-0.0885966,-0.062161617,0.046061646,-0.025748957,0.27219045,-0.2398537,-0.031186411,-0.061513852,0.15982974
2017-02-24,-0.060180448,0.038102254,0.08432798,0.06847858,0.08350247,-0.12063356,-0.22880828,0.028474426,0.106827036,-0.092807904,-0.040341504,0.09616773,0.0810416,-0.09476487,-0.05941664,0.055397242,-0.054177333,0.2724352,-0.21836504,-0.026581153,-0.06743558,0.14875785
2017-03-03,-0.060033955,0.05226604,0.09352546,0.07179783,0.087006256,-0.10831201,-0.23620717,0.017311981,0.10322811,-0.103204444,-0.04747006,0.09219544,0.09749762,-0.09272201,-0.05357647,0.05368758,-0.05681175,0.28304163,-0.22158559,-0.03632286,-0.07721342,0.14190179
2017-03-10,-0.06902005,0.054056745,0.094395295,0.07600056,0.072744325,-0.10675184,-0.22551961,0.021967193,0.10539315,-0.111868896,-0.042289604,0.097951405,0.091531955,-0.08817508,-0.05407058,0.057430156,-0.057023905,0.28809205,-0.23732686,-0.036648594,-0.07812037,0.14725263
2017-03-17,-0.078649,0.04337716,0.06150037,0.088779114,0.063599125,-0.10381739,-0.20528083,0.029478973,0.11500412,-0.10667366,-0.031143958,0.09308295,0.07085766,-0.080122426,-0.04931243,0.05634136,-0.056812365,0.2730247,-0.23888937,-0.027073646,-0.07532515,0.15805462
2017-03-24,-0.08400772,0.0341911,0.08218895,0.0835858,0.08024502,-0.115685716,-0.23435128,0.03826913,0.11513428,-0.120608136,-0.035474688,0.09885736,0.07055376,-0.07163491,-0.046321556,0.05322232,-0.038103357,0.27889565,-0.2294287,-0.033127666,-0.07265007,0.14625044
2017-03-31,-0.08862691,0.03817047,0.08234741,0.09247792,0.080330305,-0.10917926,-0.23451729,0.030435998,0.108453654,-0.13075913,-0.030694822,0.09953,0.07717749,-0.06936743,-0.052158974,0.051976163,-0.037605457,0.27986032,-0.23245163,-0.041439958,-0.07111379,0.15715495
2017-04-07,-0.07769773,0.03409008,0.09758111,0.08847571,0.09010725,-0.110837445,-0.23924582,0.028795635,0.102479555,-0.12191792,-0.047729827,0.09577362,0.091646016,-0.08131198,-0.050466575,0.04476428,-0.04535558,0.28507352,-0.21430337,-0.04377833,-0.0765679,0.15042578
2017-04-14,-0.08280315,0.028269451,0.08483596,0.08888794,0.086747065,-0.11563937,-0.22152269,0.029265812,0.1020764,-0.10339813,-0.06253382,0.09025905,0.08954714,-0.07946541,-0.050405037,0.054626495,-0.052608155,0.2798233,-0.20993869,-0.040839978,-0.070241734,0.15505755
2017-04-21,-0.09199639,0.02189027,0.08195328,0.09713797,0.09363511,-0.10810493,-0.22819562,0.044475578,0.11264084,-0.115444735,-0.048272245,0.08762157,0.07460499,-0.06402216,-0.056111746,0.057049256,-0.06380502,0.28201646,-0.20260158,-0.028813213,-0.08486402,0.13920641
2017-04-28,-0.07178019,0.01564368,0.087920345,0.10299577,0.10167571,-0.101353325,-0.22402386,0.037321214,0.10871639,-0.11923561,-0.048274294,0.0863371,0.084634185,-0.06528459,-0.06110198,0.04072432,-0.0671702,0.2887269,-0.21164457,-0.032366883,-0.09517975,0.14271961
2017-05-05,-0.077896364,0.01474112,0.10019215,0.10081886,0.098396316,-0.10202114,-0.22735731,0.040776234,0.11071918,-0.10734937,-0.053327013,0.08829293,0.078265436,-0.0722795,-0.063146874,0.041357033,-0.0746548,0.29324174,-0.20413272,-0.033610355,-0.08718282,0.13615727
2017-05-12,-0.084943786,0.0058784992,0.093847975,0.096981235,0.13884519,-0.1128407,-0.2665049,0.05127285,0.10529591,-0.13714692,-0.015428173,0.1046622,0.06413548,-0.06258561,-0.064701915,0.020775098,-0.058568023,0.2663621,-0.1999174,-0.041151945,-0.06752628,0.1632592
2017-05-19,-0.10650933,-0.022452468,0.08358587,0.091278054,0.14526859,-0.112493716,-0.26515758,0.055328857,0.11533912,-0.1384974,-0.011617768,0.095391735,0.0642239,-0.044819783,-0.052714974,0.03021816,-0.050033726,0.25484347,-0.19658375,-0.0378427,-0.06454915,0.16779462
2017-05-26,-0.105308935,-0.017829275,0.09644029,0.095670335,0.15735047,-0.11621275,-0.27504617,0.06645973,0.11796353,-0.13507456,-0.00436793,0.09752093,0.054372746,-0.05092869,-0.07413797,0.021784948,-0.042391993,0.26064345,-0.19264226,-0.047175013,-0.06651284,0.15942201
2017-06-02,-0.14244717,-0.037503548,0.07977771,0.086282544,0.16364363,-0.108131744,-0.26268134,0.06718838,0.12796248,-0.13152726,-0.017187828,0.081104495,0.039909355,-0.034581307,-0.04344982,0.022475282,-0.03117066,0.26699165,-0.18834952,-0.036679216,-0.06877352,0.16714747
2017-06-09,-0.1268921,-0.0646696,0.031427205,0.078647666,0.22964616,-0.12090826,-0.28511357,0.09673145,0.13204357,-0.15223286,0.013902163,0.03905206,-0.0022344172,-0.044217534,-0.051631074,0.03442244,0.0045252023,0.21794927,-0.19575751,-0.019151807,-0.024131805,0.20859337
2017-06-16,-0.16304831,-0.031228378,0.04509318,0.08099986,0.18275501,-0.09014892,-0.23747292,0.04469105,0.14455631,-0.14337392,-0.016199177,0.07239049,0.023750693,-0.020661509,-0.031274654,0.030013477,-0.019364346,0.27334157,-0.19989876,-0.037429504,-0.08939582,0.18190464
2017-06-23,-0.16845293,-0.026464347,0.074052535,0.07193331,0.20177814,-0.08939906,-0.2649921,0.058033478,0.14251368,-0.12729944,-0.014571881,0.071189776,0.023787225,-0.018067509,-0.024294915,0.00079478323,-0.025418436,0.25011986,-0.17270443,-0.049835067,-0.08593032,0.17322758
2017-06-30,-0.1558018,-0.04016122,0.07019379,0.07082212,0.18441004,-0.09137927,-0.23534973,0.06816386,0.15370813,-0.148555,-0.030250613,0.06313439,0.0434994,-0.05073477,-0.050882548,0.04267554,0.0084256055,0.27361378,-0.20516565,-0.052388698,-0.079747126,0.16176982
